Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Geographical_Distribution,Schedule_Pressure,Budget_Utilization_Rate,Market_Volatility,Integration_Complexity,Resource_Availability,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Project_ID,Project_Type,Methodology_Used,Team_Experience_Level,Project_Phase,Requirement_Stability,Regulatory_Compliance_Level,Technology_Familiarity,Stakeholder_Engagement_Level,Executive_Sponsorship,Funding_Source,Priority_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Tech_Environment_Stability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Risk_Level
5.0,720709.76,10.0,5.38,11.0,3.0,1.0,4.4350000000000005,0.18,0.34,1.0,5.35,5.0,0.2,0.76,0.81,7.61,0.78,0.24,2.0,0.74,0.0,2.0,4.0,1.0,PROJ_1053,Marketing,Agile,Senior,Monitoring,Moderate,Critical,Expert,Low,Strong,External,Medium,Senior PM,Defined,Medium,Limited,0,Time & Materials,Low,Moderate,First-time,Formal,Formal,Fully Colocated,Good,Medium
13.0,875732.81,17.0,7.72,10.0,2.0,4.0,0.88,0.2,0.79,3.5,4.46,5.0,0.12,0.76,0.59,7.21,0.62,0.53,2.0,0.71,0.48,11.0,2.0,1.0,PROJ_1054,IT,Agile,Senior,Closure,Stable,Critical,Familiar,High,Moderate,Government,Low,Certified PM,Optimizing,Strict,Limited,Modern/Stable,Time & Materials,High,Moderate,Occasional,Advanced,Advanced,Fully Colocated,Basic,Low
19.0,991702.27,21.0,7.69,11.0,2.0,3.0,2.02,0.33,0.75,0.0,3.97,2.0,0.0,0.82,0.67,7.2,0.97,0.22,7.0,0.57,0.0,5.0,6.0,1.0,PROJ_1055,Healthcare,Hybrid,Mixed,Closure,Moderate,Medium,Expert,Poor,Strong,External,Medium,Mid-level PM,Optimizing,Low,Poor,0,Cost-Plus,Low,High,Occasional,Formal,Formal,Fully Colocated,Excellent,Medium
17.0,1040691.73,17.0,4.84,8.0,0.0,1.0,0.62,0.23,0.54,0.0,2.49,2.0,0.0,0.63,0.93,6.87,0.64,0.39,4.0,0.73,0.0,3.0,2.0,1.0,PROJ_1056,Construction,Waterfall,Mixed,Closure,Stable,High,Familiar,Low,Moderate,Mixed,Medium,Senior PM,Ad-hoc,High,Moderate,0,Time & Materials,Medium,Moderate,Occasional,0,0,Fully Colocated,Good,High
24.0,1845189.35,28.0,10.0,18.0,2.0,6.0,1.71,0.16,0.36,0.0,3.01,3.0,0.0,1.26,0.21,3.68,0.85,1.38,2.0,0.67,0.0,12.0,10.0,1.0,PROJ_1057,R&D,Scrum,Expert,Planning,Volatile,High,New,Excellent,Strong,Mixed,Medium,Certified PM,Defined,Low,Excellent,0,Time & Materials,High,High,Occasional,Basic,Advanced,Hybrid,Poor,Low
14.0,1042251.88,27.0,10.0,12.0,5.0,4.0,2.41,0.47,0.82,1.0,2.82,3.0,0.0,0.61,0.76,6.41,0.65,1.78,3.0,0.45,0.7000000000000001,3.0,5.0,1.0,PROJ_1058,IT,Kanban,Senior,Execution,Moderate,Medium,Familiar,Low,Moderate,External,Critical,Senior PM,Optimizing,High,Moderate,Mixed,Fixed-Price,Medium,High,Occasional,Formal,Basic,Fully Colocated,Poor,Critical
6.0,668629.73,8.0,3.69,6.0,0.0,0.0,1.07,0.59,0.75,0.0,1.14,1.0,0.13,0.88,0.1,1.59,0.77,0.32,0.0,0.92,0.69,1.0,2.0,1.0,PROJ_1059,IT,Kanban,Mixed,Closure,Moderate,High,Familiar,Excellent,Strong,Internal,Critical,Junior PM,Optimizing,High,Moderate,Legacy/Unstable,Cost-Plus,Low,Stable,Regular,0,Advanced,Fully Colocated,Basic,Low
3.0,371371.83,7.0,2.66,8.0,3.0,1.0,0.22,0.24,0.61,3.0,6.59,1.0,0.0,0.81,0.31,2.92,0.95,1.83,6.0,0.71,0.0,1.0,1.0,1.0,PROJ_1060,Manufacturing,Scrum,Senior,Monitoring,Volatile,Low,Familiar,High,Moderate,Internal,Medium,Senior PM,Managed,Low,Good,0,Fixed-Price,Medium,Stable,First-time,Formal,Basic,Hybrid,Excellent,Medium
20.0,1125373.65,26.0,9.55,13.0,0.0,5.0,4.38,0.41,0.55,0.0,3.7,1.0,0.0,1.09,0.87,9.58,0.65,2.77,4.0,0.66,0.0,9.0,8.0,1.0,PROJ_1061,Healthcare,Hybrid,Mixed,Monitoring,Moderate,Low,New,Medium,Moderate,External,Medium,Senior PM,Optimizing,Strict,Moderate,0,Fixed-Price,Low,Extreme,Occasional,Basic,Basic,Hybrid,Basic,High
7.0,542282.9,10.0,3.78,4.0,3.0,2.0,0.29,0.32,0.52,2.0,5.67,3.0,0.0,0.7,0.52,1.97,0.86,0.17,7.0,0.89,0.0,6.0,2.0,1.0,PROJ_1062,Marketing,Scrum,Mixed,Closure,Moderate,Medium,Familiar,Low,Strong,External,Medium,Mid-level PM,Managed,High,Good,0,Time & Materials,Medium,Stable,Regular,Basic,Formal,Hybrid,Excellent,Low
7.0,710001.44,14.0,5.35,6.0,2.0,1.0,0.48,0.3,0.97,3.0,5.28,3.0,0.0,0.74,0.87,4.04,0.99,1.34,5.0,0.65,0.02,11.0,3.0,1.0,PROJ_1063,IT,Agile,Mixed,Closure,Stable,Low,New,Low,Moderate,Mixed,High,Mid-level PM,Defined,Strict,Moderate,Mixed,Cost-Plus,High,Moderate,Occasional,Formal,Basic,Hybrid,Good,Medium
8.0,578622.87,13.0,6.0,6.0,1.0,5.0,2.77,0.17,0.56,2.0,0.72,1.0,0.13,0.91,0.33,6.94,0.66,1.32,6.0,0.74,0.0,1.0,3.0,1.0,PROJ_1064,Healthcare,Hybrid,Mixed,Execution,Volatile,Low,Familiar,Poor,Moderate,External,Critical,Mid-level PM,Managed,Strict,Poor,0,Cost-Plus,Low,Moderate,Occasional,0,0,Hybrid,Excellent,Critical
9.0,677089.6,10.0,3.41,8.0,1.0,3.0,3.62,0.23,0.59,1.0,3.56,4.0,0.0,0.88,0.51,5.45,0.55,1.63,1.0,0.93,0.0,1.0,1.0,1.0,PROJ_1065,Manufacturing,Hybrid,Junior,Initiation,Moderate,Medium,Expert,Poor,Moderate,Government,Medium,Junior PM,Managed,Medium,Good,0,Time & Materials,High,Stable,Occasional,Formal,Advanced,Fully Remote,Poor,Medium
11.0,1126040.35,13.0,3.87,14.0,1.0,0.0,2.02,0.05,0.91,2.0,3.42,5.0,0.0,0.89,0.67,6.08,0.43,0.92,7.0,0.86,0.16,3.0,2.0,1.0,PROJ_1066,IT,Kanban,Junior,Initiation,Volatile,High,Familiar,Medium,Moderate,External,Critical,Junior PM,Managed,High,Poor,Legacy/Unstable,Fixed-Price,Medium,Stable,Strategic,Basic,Formal,Fully Colocated,Poor,High
11.0,887637.48,20.0,6.89,7.0,0.0,5.0,0.49,0.67,0.57,3.0,1.49,4.0,0.0,0.72,0.96,5.63,0.99,0.46,1.0,0.82,0.7000000000000001,7.0,1.0,1.0,PROJ_1067,IT,Kanban,Mixed,Planning,Moderate,Low,New,Medium,Moderate,Internal,High,Senior PM,Defined,High,Moderate,Modern/Stable,Time & Materials,High,Stable,Occasional,0,Formal,Fully Remote,Basic,High
19.0,1553931.48,20.0,6.92,13.0,3.0,3.0,2.32,0.47,0.44,3.0,5.46,3.0,0.0,0.69,0.03,4.04,0.76,1.46,0.0,0.9,0.0,6.0,9.0,1.0,PROJ_1068,R&D,Agile,Mixed,Initiation,Moderate,High,New,Medium,Moderate,Internal,Medium,Junior PM,Ad-hoc,Strict,Poor,0,Time & Materials,Low,Stable,Occasional,0,Basic,Partially Colocated,Good,Critical
27.0,1925804.1,29.0,10.0,19.0,2.0,6.0,4.4350000000000005,0.21,0.45,2.0,5.95,4.0,0.0,0.76,0.24,7.59,0.76,1.09,6.0,0.87,0.0,10.0,9.0,1.0,PROJ_1069,Construction,Hybrid,Mixed,Execution,Stable,High,Familiar,Poor,Weak,Internal,Critical,Senior PM,Optimizing,Medium,Good,0,Time & Materials,Medium,Extreme,Occasional,Basic,Formal,Fully Colocated,Good,High
6.0,331644.1,8.0,3.05,3.0,1.0,3.0,3.11,0.67,0.98,0.0,3.31,4.0,0.0,1.25,0.97,1.98,0.98,0.97,4.0,0.92,0.0,3.0,2.0,1.0,PROJ_1070,Manufacturing,Hybrid,Mixed,Initiation,Volatile,Medium,Expert,Medium,Moderate,Internal,Low,Mid-level PM,Defined,Medium,Poor,0,Time & Materials,High,High,First-time,Formal,0,Partially Colocated,Excellent,High
7.0,855285.7,8.0,3.89,12.0,5.0,3.0,2.52,0.34,0.65,3.0,3.49,2.0,0.18,1.23,0.29,9.6,0.69,0.13,4.0,0.97,0.0,5.0,3.0,1.0,PROJ_1071,Healthcare,Scrum,Senior,Initiation,Volatile,High,Familiar,Excellent,Weak,Mixed,Medium,Senior PM,Ad-hoc,Strict,Good,0,Cost-Plus,High,Moderate,Regular,0,0,Fully Colocated,Excellent,Critical
31.0,1794807.44,23.0,5.29,18.0,0.0,3.0,0.53,0.51,0.68,2.0,4.12,3.0,0.0,0.64,0.67,3.85,0.84,1.49,3.0,0.88,0.0,4.0,10.0,1.0,PROJ_1072,Construction,Waterfall,Junior,Execution,Volatile,Low,Familiar,Excellent,Strong,External,Low,Junior PM,Ad-hoc,Medium,Moderate,0,Fixed-Price,Medium,Stable,Occasional,Basic,0,Fully Colocated,Basic,Medium
10.0,862535.13,7.0,2.71,9.0,0.0,2.0,0.38,0.21,0.37,3.0,3.41,4.0,0.0,0.71,0.52,5.67,0.57,0.7,3.0,0.82,0.0,9.0,1.0,1.0,PROJ_1073,Healthcare,Agile,Mixed,Planning,Moderate,High,New,High,Strong,External,Low,Certified PM,Managed,Low,Moderate,0,Fixed-Price,Low,Stable,Strategic,Advanced,Formal,Hybrid,Basic,Low
15.0,1326686.24,21.0,9.18,14.0,1.0,3.0,1.96,0.21,0.81,2.0,1.36,4.0,0.08,0.87,0.2,6.93,0.6,2.3,6.0,0.75,0.51,6.0,8.0,1.0,PROJ_1074,IT,Scrum,Junior,Planning,Moderate,High,New,Poor,Strong,External,High,Junior PM,Managed,Strict,Excellent,Modern/Stable,Fixed-Price,Low,High,Strategic,Basic,0,Hybrid,Good,Medium
18.0,878529.37,12.0,2.63,9.0,2.0,1.0,0.44,0.06,0.78,2.0,3.7,2.0,0.0,0.93,0.54,7.2,0.41,1.14,4.0,0.67,0.0,5.0,5.0,1.0,PROJ_1075,Healthcare,Waterfall,Senior,Closure,Stable,Critical,Expert,Low,Moderate,External,High,Senior PM,Managed,High,Poor,0,Time & Materials,Medium,Stable,Strategic,Formal,Formal,Fully Remote,Good,Medium
17.0,1738931.06,22.0,8.38,18.0,2.0,5.0,3.89,0.01,0.63,3.0,5.12,5.0,0.0,1.02,0.87,6.19,0.73,0.07,2.0,0.87,0.0,10.0,3.0,1.0,PROJ_1076,R&D,Agile,Senior,Initiation,Moderate,Critical,New,Medium,Moderate,External,Low,Senior PM,Managed,Medium,Good,0,Fixed-Price,Medium,High,Occasional,Formal,Formal,Partially Colocated,Basic,High
12.0,925336.79,23.0,10.0,9.0,1.0,6.0,2.39,0.42,0.67,3.0,2.02,1.0,0.08,1.22,0.67,4.48,0.94,3.3999999999999995,2.0,0.87,0.17,6.0,5.0,1.0,PROJ_1077,IT,Agile,Junior,Initiation,Volatile,High,Familiar,High,Moderate,Internal,Low,Mid-level PM,Optimizing,Low,Moderate,Legacy/Unstable,Time & Materials,Low,Extreme,First-time,Formal,Formal,Partially Colocated,Basic,Critical
12.0,736507.76,13.0,6.99,10.0,2.0,5.0,0.52,0.17,0.72,1.0,7.57,4.0,0.2,1.07,0.17,1.22,0.39,0.69,1.0,0.77,0.55,1.0,5.0,1.0,PROJ_1078,IT,Agile,Mixed,Planning,Moderate,Low,Expert,Low,Weak,Internal,High,Junior PM,Ad-hoc,Medium,Moderate,Modern/Stable,Hybrid,Medium,Moderate,Occasional,0,Basic,Partially Colocated,Poor,High
14.0,945033.9,20.0,7.68,8.0,6.0,3.0,2.4,0.19,0.65,1.0,3.99,2.0,0.0,0.85,0.49,8.68,0.4,0.74,7.0,0.87,0.7000000000000001,5.0,8.0,1.0,PROJ_1079,IT,Scrum,Senior,Planning,Volatile,Critical,Expert,Excellent,Moderate,Internal,Medium,Certified PM,Managed,Strict,Excellent,Modern/Stable,Time & Materials,Medium,Moderate,Occasional,Formal,Formal,Hybrid,Poor,Medium
10.0,539237.53,6.0,2.27,5.0,1.0,0.0,0.7,0.07,0.68,0.0,0.47,5.0,0.0,0.99,0.3,8.02,0.6,0.33,4.0,0.78,0.0,3.0,1.0,1.0,PROJ_1080,Healthcare,Waterfall,Mixed,Monitoring,Moderate,Critical,Familiar,Medium,Moderate,Internal,Low,Certified PM,Optimizing,Low,Good,0,Fixed-Price,Low,Moderate,Occasional,Advanced,Basic,Fully Remote,Good,Low
9.0,571795.85,12.0,5.06,8.0,3.0,1.0,0.8,0.09,0.8,3.5,0.69,5.0,0.05,1.12,0.32,3.48,0.69,1.45,4.0,0.57,0.0,6.0,1.0,1.0,PROJ_1081,Manufacturing,Waterfall,Expert,Planning,Stable,High,Familiar,Medium,Weak,Mixed,Medium,Certified PM,Managed,Low,Moderate,0,Time & Materials,High,Stable,Occasional,Formal,Formal,Fully Colocated,Good,Low
14.0,1078493.92,12.0,3.77,10.0,2.0,0.0,0.87,0.29,0.85,3.0,3.57,5.0,0.0,1.12,0.72,8.71,0.89,0.2,7.0,0.63,0.0,9.0,2.0,1.0,PROJ_1082,Construction,Hybrid,Mixed,Monitoring,Stable,High,Familiar,Excellent,Strong,External,Medium,Senior PM,Managed,Low,Good,0,Fixed-Price,Low,Stable,First-time,Formal,Formal,Fully Remote,Basic,Medium
17.0,975850.2,13.0,3.92,13.0,2.0,3.0,0.56,0.19,0.92,3.5,0.91,4.0,0.0,1.02,0.56,8.87,0.96,0.55,7.0,0.91,0.0,8.0,4.0,1.0,PROJ_1083,Construction,Waterfall,Mixed,Monitoring,Stable,Low,Familiar,High,Strong,Mixed,Medium,Mid-level PM,Ad-hoc,Medium,Excellent,0,Time & Materials,Medium,Stable,First-time,0,0,Fully Remote,Good,High
13.0,984174.12,19.0,10.0,9.0,2.0,4.0,1.8,0.13,0.95,2.0,8.63,3.0,0.2,0.63,0.07,1.64,0.6,1.39,6.0,0.96,0.68,11.0,7.0,1.0,PROJ_1084,IT,Agile,Senior,Planning,Moderate,Critical,Expert,Low,Moderate,External,Critical,Certified PM,Managed,Strict,Moderate,Mixed,Fixed-Price,Low,High,Occasional,Advanced,Basic,Fully Colocated,Basic,Low
25.0,2207993.85,25.0,8.33,17.0,1.0,3.0,0.59,0.54,0.98,3.0,2.75,1.0,0.0,0.99,0.13,1.47,0.97,0.12,4.0,0.61,0.0,9.0,5.0,1.0,PROJ_1085,R&D,Scrum,Junior,Initiation,Moderate,Critical,New,High,Weak,Internal,Medium,Senior PM,Defined,Low,Good,0,Cost-Plus,High,Moderate,Strategic,Basic,Basic,Hybrid,Basic,Critical
20.0,1323419.89,18.0,5.28,11.0,3.0,3.0,2.01,0.09,0.64,3.0,2.31,1.0,0.0,0.97,0.77,3.4,0.93,1.22,3.0,0.61,0.0,1.0,1.0,1.0,PROJ_1086,Construction,Waterfall,Senior,Monitoring,Moderate,Critical,Familiar,Medium,Moderate,Mixed,High,Senior PM,Ad-hoc,Low,Limited,0,Hybrid,Low,Stable,First-time,Basic,0,Hybrid,Basic,High
16.0,1319462.2,21.0,8.53,15.0,2.0,3.0,3.31,0.1,0.56,0.0,3.04,3.0,0.02,1.19,0.02,1.95,0.54,3.09,6.0,0.75,0.0,1.0,3.0,1.0,PROJ_1087,R&D,Scrum,Senior,Planning,Volatile,Critical,New,Low,Strong,External,Critical,Senior PM,Managed,Strict,Moderate,0,Fixed-Price,Medium,Moderate,Occasional,Formal,Formal,Partially Colocated,Good,Critical
18.0,1272008.87,25.0,10.0,9.0,2.0,5.0,0.96,0.04,0.63,3.5,5.21,3.0,0.0,1.03,0.47,6.6,0.89,0.99,5.0,0.87,0.7000000000000001,9.0,3.0,1.0,PROJ_1088,IT,Agile,Senior,Execution,Volatile,Low,Expert,Excellent,Strong,External,High,Senior PM,Defined,High,Good,Mixed,Time & Materials,Low,High,Occasional,Formal,Basic,Fully Remote,Good,Medium
33.0,1929946.72,27.0,6.96,16.0,3.0,3.0,1.47,0.31,0.77,1.0,3.18,3.0,0.0,1.08,0.09,7.38,0.67,0.47,7.0,0.67,0.0,12.0,11.0,1.0,PROJ_1089,Construction,Waterfall,Mixed,Execution,Moderate,Critical,Familiar,Poor,Strong,External,High,Mid-level PM,Defined,Low,Poor,0,Fixed-Price,High,Extreme,Regular,Formal,Formal,Hybrid,Good,Critical
18.0,1699610.89,21.0,9.22,17.0,0.0,3.0,4.3,0.36,0.72,2.0,0.55,1.0,0.09,0.88,0.61,4.22,0.82,0.09,2.0,0.6,0.0,11.0,4.0,1.0,PROJ_1090,R&D,Agile,Mixed,Initiation,Volatile,Low,Familiar,Low,Weak,Internal,Medium,Mid-level PM,Managed,High,Good,0,Fixed-Price,Low,Extreme,Occasional,Formal,Formal,Hybrid,Basic,Critical
16.0,837446.41,16.0,6.7,8.0,1.0,4.0,3.09,0.59,0.79,1.0,1.99,4.0,0.04,1.15,0.91,3.23,0.83,2.02,1.0,0.87,0.0,12.0,3.0,1.0,PROJ_1091,Healthcare,Hybrid,Mixed,Planning,Moderate,Critical,Expert,Excellent,Moderate,Internal,Low,Mid-level PM,Defined,High,Excellent,0,Hybrid,High,Moderate,Occasional,Basic,0,Hybrid,Good,Medium
16.0,856648.66,17.0,5.45,7.0,4.0,1.0,0.73,0.23,0.28,1.0,2.28,1.0,0.0,1.09,0.13,2.17,0.93,1.49,6.0,0.82,0.0,5.0,2.0,1.0,PROJ_1092,Manufacturing,Waterfall,Senior,Execution,Moderate,High,Familiar,Low,Moderate,External,Low,Mid-level PM,Ad-hoc,Low,Moderate,0,Fixed-Price,High,Stable,Regular,Advanced,0,Hybrid,Good,High
18.0,1916656.82,24.0,10.0,17.0,5.0,4.0,0.26,0.14,0.93,1.0,3.61,2.0,0.04,1.06,0.7,7.39,0.49,2.58,7.0,0.74,0.0,10.0,10.0,1.0,PROJ_1093,R&D,Scrum,Senior,Planning,Volatile,Medium,Familiar,Low,Weak,Internal,Medium,Senior PM,Ad-hoc,Medium,Good,0,Fixed-Price,High,High,Regular,0,Formal,Fully Colocated,Good,Critical
13.0,1476807.4,20.0,8.42,12.0,2.0,4.0,1.37,0.4,0.73,2.0,2.93,5.0,0.05,1.23,0.75,9.73,0.88,1.27,4.0,0.8,0.0,1.0,6.0,1.0,PROJ_1094,R&D,Agile,Mixed,Closure,Moderate,Critical,Familiar,Medium,Moderate,Mixed,Critical,Junior PM,Ad-hoc,Low,Poor,0,Time & Materials,High,Extreme,Occasional,0,0,Fully Remote,Basic,Critical
14.0,860373.88,17.0,5.35,9.0,2.0,3.0,1.01,0.25,0.37,1.0,1.52,1.0,0.0,0.75,0.57,7.84,0.52,0.14,6.0,0.84,0.0,7.0,4.0,1.0,PROJ_1095,Manufacturing,Hybrid,Senior,Planning,Stable,High,Familiar,Poor,Moderate,Mixed,High,Senior PM,Managed,High,Limited,0,Cost-Plus,Low,Extreme,Occasional,Formal,Formal,Hybrid,Basic,Medium
10.0,806589.85,13.0,4.7,7.0,0.0,2.0,1.06,0.63,0.71,1.0,3.12,3.0,0.0,1.28,0.24,9.34,0.74,0.31,5.0,0.83,0.05,4.0,4.0,1.0,PROJ_1096,IT,Agile,Junior,Monitoring,Moderate,Critical,Familiar,Poor,Moderate,External,Medium,Senior PM,Defined,Strict,Moderate,Legacy/Unstable,Time & Materials,Low,Moderate,Regular,Advanced,Basic,Hybrid,Poor,Critical
28.0,2461722.81,27.0,10.0,18.0,1.0,7.0,2.26,0.47,0.71,1.0,3.9,1.0,0.0,0.68,0.07,9.0,0.82,0.87,1.0,0.74,0.0,12.0,9.0,1.0,PROJ_1097,R&D,Scrum,Junior,Closure,Moderate,High,Expert,Excellent,Moderate,Internal,High,Junior PM,Defined,Strict,Good,0,Time & Materials,Low,High,Regular,0,Basic,Partially Colocated,Good,High
18.0,1727560.09,21.0,9.0,12.0,3.0,6.0,1.93,0.33,0.89,0.0,2.39,2.0,0.07,1.22,0.25,4.68,0.69,0.2,1.0,0.75,0.0,10.0,2.0,1.0,PROJ_1098,R&D,Agile,Senior,Initiation,Volatile,Low,Familiar,Excellent,Moderate,Government,High,Mid-level PM,Optimizing,Medium,Moderate,0,Cost-Plus,Low,Moderate,Occasional,Formal,Formal,Partially Colocated,Good,Medium
36.5,2502301.34,36.0,10.0,19.0,6.0,7.0,2.81,0.08,0.46,0.0,4.0,4.0,0.0,1.09,0.78,8.11,0.48,0.93,1.0,0.87,0.0,2.0,5.0,1.0,PROJ_1099,Construction,Waterfall,Senior,Execution,Stable,Critical,New,Low,Strong,Government,Critical,Mid-level PM,Managed,Low,Poor,0,Time & Materials,High,Extreme,Regular,Basic,Formal,Fully Remote,Excellent,Critical
27.0,1520611.53,27.0,6.87,15.0,2.0,5.0,2.42,0.1,0.8,1.0,6.64,5.0,0.0,0.74,0.16,4.11,0.64,1.52,1.0,0.93,0.0,5.0,12.0,1.0,PROJ_1100,Construction,Waterfall,Expert,Closure,Moderate,Critical,Familiar,Excellent,Strong,External,High,Certified PM,Managed,High,Good,0,Time & Materials,Medium,Moderate,First-time,Basic,Basic,Hybrid,Excellent,Low
11.0,570294.27,19.0,7.23,9.0,0.0,3.0,1.27,0.5,0.83,1.0,5.46,5.0,0.0,0.68,0.38,2.94,0.8,0.5,7.0,0.69,0.0,10.0,8.0,1.0,PROJ_1101,Manufacturing,Kanban,Junior,Execution,Moderate,Low,Familiar,Low,Strong,External,Critical,Mid-level PM,Optimizing,Low,Moderate,0,Hybrid,Low,High,First-time,Basic,Advanced,Fully Colocated,Good,High
3.0,508951.88,8.0,3.41,4.0,6.0,1.0,1.53,0.38,0.77,2.0,3.78,1.0,0.06,1.17,0.48,4.24,0.66,0.88,1.0,0.75,0.41,4.0,3.0,1.0,PROJ_1102,IT,Scrum,Expert,Planning,Moderate,High,Expert,Excellent,Moderate,External,Critical,Senior PM,Managed,Strict,Moderate,Mixed,Time & Materials,High,Moderate,Occasional,Formal,Basic,Fully Colocated,Good,Low
11.0,708099.51,15.0,4.71,5.0,3.0,3.0,4.4350000000000005,0.17,0.75,2.0,1.52,4.0,0.0,0.61,0.68,2.17,0.47,0.78,0.0,0.68,0.0,8.0,1.0,1.0,PROJ_1103,Healthcare,Hybrid,Senior,Monitoring,Volatile,High,Expert,Low,Strong,Internal,Low,Senior PM,Ad-hoc,High,Limited,0,Fixed-Price,High,Stable,Regular,Basic,Formal,Fully Remote,Poor,High
15.0,1228295.1,14.0,4.74,12.0,3.0,2.0,1.05,0.26,0.78,1.0,3.26,5.0,0.0,0.87,0.51,2.25,0.47,2.44,4.0,0.8,0.42,5.0,5.0,1.0,PROJ_1104,IT,Scrum,Senior,Monitoring,Moderate,Low,Familiar,Medium,Strong,Internal,Medium,Senior PM,Defined,High,Good,Mixed,Cost-Plus,Low,Stable,Strategic,Advanced,Formal,Partially Colocated,Basic,Low
8.0,931903.23,10.0,4.63,9.0,0.0,2.0,2.35,0.12,0.73,2.0,2.32,3.0,0.14,1.03,0.65,5.16,0.42,0.86,7.0,0.94,0.0,9.0,1.0,1.0,PROJ_1105,Healthcare,Scrum,Mixed,Closure,Moderate,High,Familiar,Low,Moderate,Internal,Medium,Mid-level PM,Ad-hoc,Medium,Limited,0,Hybrid,High,Moderate,Strategic,0,0,Fully Colocated,Basic,Medium
24.0,1784202.62,17.0,3.61,15.0,0.0,1.0,1.17,0.17,0.96,2.0,8.35,3.0,0.0,0.67,0.42,7.66,0.61,0.77,7.0,0.85,0.0,1.0,7.0,1.0,PROJ_1106,Construction,Hybrid,Mixed,Monitoring,Moderate,Medium,New,Medium,Moderate,Mixed,High,Mid-level PM,Managed,Medium,Moderate,0,Time & Materials,Low,Stable,Regular,Advanced,Basic,Partially Colocated,Basic,Low
7.0,430706.73,12.0,4.98,4.0,3.0,3.0,1.9,0.39,0.77,0.0,6.0,1.0,0.04,0.66,0.21,8.03,0.6,0.88,1.0,0.56,0.16,7.0,3.0,1.0,PROJ_1107,IT,Kanban,Senior,Execution,Stable,High,Expert,Medium,Moderate,Internal,Critical,Senior PM,Ad-hoc,Medium,Poor,Mixed,Time & Materials,Low,Moderate,First-time,0,Basic,Hybrid,Good,High
7.0,753778.76,14.0,6.94,6.0,4.0,2.0,0.19,0.16,0.81,2.0,2.87,2.0,0.19,1.29,0.95,7.01,0.76,0.35,0.0,0.87,0.02,7.0,2.0,1.0,PROJ_1108,IT,Scrum,Senior,Execution,Stable,Critical,Expert,Medium,Strong,Mixed,Medium,Senior PM,Defined,Strict,Poor,Modern/Stable,Cost-Plus,Low,Moderate,Occasional,Basic,Formal,Fully Remote,Poor,Medium
9.0,373773.11,10.0,3.11,5.0,0.0,0.0,0.28,0.33,0.73,3.5,5.89,2.0,0.0,1.07,0.86,7.18,0.67,0.23,6.0,0.74,0.0,3.0,4.0,1.0,PROJ_1109,Marketing,Waterfall,Mixed,Closure,Volatile,Medium,Familiar,High,Strong,Internal,Critical,Junior PM,Defined,Medium,Limited,0,Time & Materials,High,Moderate,First-time,Basic,Formal,Fully Colocated,Poor,High
16.0,944177.04,13.0,4.17,13.0,1.0,4.0,0.47,0.19,0.81,3.5,3.96,1.0,0.0,0.81,0.05,9.91,0.84,0.76,3.0,0.76,0.0,4.0,1.0,1.0,PROJ_1110,Construction,Waterfall,Junior,Initiation,Volatile,Medium,Familiar,Medium,Strong,External,Medium,Senior PM,Ad-hoc,High,Moderate,0,Time & Materials,Medium,Stable,Occasional,0,0,Partially Colocated,Poor,High
13.0,1096745.37,20.0,8.99,8.0,1.0,3.0,1.01,0.21,0.64,2.0,6.16,4.0,0.11,1.17,0.62,8.53,0.63,0.39,2.0,0.71,0.07,7.0,2.0,1.0,PROJ_1111,IT,Scrum,Mixed,Monitoring,Moderate,Critical,New,Excellent,Moderate,External,Critical,Mid-level PM,Optimizing,High,Good,Mixed,Fixed-Price,Medium,Moderate,Occasional,Advanced,Formal,Partially Colocated,Basic,Medium
7.0,645394.11,7.0,3.07,5.0,2.0,3.0,2.11,0.24,0.47,1.0,4.23,4.0,0.09,1.08,0.24,5.12,0.87,0.8,6.0,0.6,0.0,2.0,2.0,1.0,PROJ_1112,Marketing,Hybrid,Mixed,Initiation,Moderate,Medium,Familiar,Medium,Moderate,Mixed,Medium,Mid-level PM,Defined,Medium,Moderate,0,Cost-Plus,Medium,Moderate,Occasional,Basic,Basic,Fully Remote,Basic,Low
9.0,830568.45,17.0,8.48,12.0,0.0,5.0,0.77,0.09,0.73,2.0,6.0,5.0,0.2,0.98,0.93,3.31,0.93,0.36,0.0,0.74,0.7000000000000001,7.0,3.0,1.0,PROJ_1113,IT,Scrum,Mixed,Closure,Volatile,Critical,New,Low,Moderate,External,Critical,Mid-level PM,Defined,High,Good,Legacy/Unstable,Fixed-Price,Medium,High,First-time,Formal,Basic,Partially Colocated,Poor,Critical
